fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Style
Jared Rollins,69.0,170.0,72.0,3.33,0.57,2.41,0.39,2.5,0.5,0.5,1.2,1
Alexandr Romanov,74.0,262.0,75.0,4.31,0.39,1.76,0.43,6.35,0.66,0.0,3.2,1
Ricardo Romero,72.0,205.0,76.0,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,1
Yoel Romero,72.0,185.0,73.0,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,0
Anthony Romero,71.0,155.0,70.0,5.87,0.52,4.0,0.65,2.0,0.22,1.0,0.0,2
Mara Romero Borella,66.0,125.0,69.0,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,0
Rong Zhu,70.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jesse Ronson,70.0,170.0,70.0,3.54,0.49,2.99,0.59,0.63,0.4,0.61,0.6,2
Joao Roque,66.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
George Roop,73.0,135.0,72.0,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,0
Aaron Rosa,76.0,205.0,77.0,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,2
Charles Rosa,69.0,145.0,69.0,3.11,0.37,3.78,0.48,1.76,0.32,0.4,1.0,0
Karol Rosa,65.0,135.0,67.0,7.73,0.52,5.51,0.48,2.0,0.6,0.9,0.0,2
Hilarie Rose,63.0,115.0,63.0,2.33,0.33,6.13,0.44,0.0,0.0,1.0,0.0,0
Jacob Rosales,71.0,155.0,72.0,6.76,0.49,12.0,0.41,0.0,0.0,0.5,1.3,1
Jake Rosholt,73.0,185.0,72.0,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8,1
Jared Rosholt,74.0,265.0,75.0,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,0
Zach Rosol,70.0,243.0,72.0,0.0,0.0,14.21,0.25,0.0,0.0,0.0,0.0,0
Nick Rossborough,77.0,205.0,72.0,2.8,0.35,4.33,0.35,0.0,0.0,1.0,0.0,0
Kevin Rosier,76.0,275.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kristian Rothaermel,72.0,205.0,72.0,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0,0
Rick Roufus,72.0,207.0,72.0,0.53,0.33,1.06,0.33,0.0,0.0,0.5,0.0,0
Ben Rothwell,76.0,265.0,78.0,3.55,0.41,4.57,0.46,0.63,0.33,0.69,0.3,2
Khalil Rountree Jr.,73.0,205.0,76.0,3.06,0.38,3.63,0.49,0.0,0.0,0.5,0.2,0
Ronda Rousey,67.0,135.0,66.0,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,1
Ray Routh,68.0,185.0,72.0,0.54,0.21,3.22,0.28,2.69,0.33,0.0,0.0,1
Roberta Rovel,68.0,145.0,72.0,0.87,0.46,3.0,0.26,0.0,0.0,1.0,0.0,0
Philip Rowe,75.0,170.0,80.0,4.99,0.6,5.34,0.51,1.19,0.33,0.25,0.0,2
Kain Royer,70.0,185.0,72.0,0.0,0.0,1.63,0.14,0.0,0.0,0.0,4.1,1
Brad Royster,70.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brandon Royval,69.0,125.0,68.0,3.77,0.46,2.88,0.47,0.79,1.0,0.53,2.4,1
Jairzinho Rozenstruik,76.0,242.0,78.0,3.14,0.48,3.48,0.39,0.0,0.0,0.8,0.0,0
Marco Ruas,73.0,210.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rodrigo Ruas,70.0,185.0,72.0,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0,0
Murilo Rua,71.0,185.0,72.0,2.48,0.45,1.85,0.53,1.97,0.45,0.37,1.2,1
Rodolfo Rubio Perez,65.0,145.0,72.0,1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0,0
Mauricio Rua,73.0,205.0,76.0,3.57,0.5,2.71,0.54,2.12,0.48,0.47,0.8,1
Gabe Ruediger,70.0,155.0,72.0,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0,1
Eddie Ruiz,67.0,155.0,72.0,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0,0
Anthony Ruiz,74.0,205.0,72.0,2.56,0.64,1.67,0.28,1.43,0.31,0.21,0.0,0
Casey Ryan,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike Russow,73.0,255.0,73.0,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,1
Bas Rutten,73.0,205.0,72.0,5.59,0.61,2.06,0.79,0.0,0.0,0.0,0.0,2
Pete Sabala,70.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yusup Saadulaev,66.0,135.0,72.0,0.57,0.45,0.96,0.66,5.73,0.6,0.0,1.0,1
Danny Sabatello,70.0,135.0,71.0,2.07,0.57,0.2,0.25,3.0,0.75,1.0,1.0,1
Patrick Sabatini,68.0,145.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Amir Sadollah,70.0,170.0,75.0,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,2
Saparbeg Safarov,73.0,185.0,78.0,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0,1
Frankie Saenz,66.0,135.0,66.0,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,2
Jason Saggo,71.0,155.0,71.0,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0,1
Tarec Saffiedine,70.0,170.0,70.0,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,2
Lukasz Sajewski,68.0,155.0,71.0,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,0
Ovince Saint Preux,75.0,205.0,80.0,2.68,0.46,3.03,0.45,1.19,0.4,0.66,0.6,0
Paul Ruiz,66.0,135.0,72.0,1.4,0.33,1.4,0.75,0.0,0.0,1.0,20.9,1
Yukio Sakaguchi,69.0,185.0,72.0,0.3,0.25,2.4,0.5,4.5,1.0,0.0,9.0,1
Wataru Sakata,69.0,195.0,72.0,1.11,0.61,2.08,0.31,0.0,0.0,0.0,0.0,0
Augusto Sakai,75.0,265.0,77.0,5.32,0.48,4.02,0.5,0.15,0.5,0.66,0.0,2
Gokhan Saki,72.0,205.0,73.0,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0,2
Alessio Sakara,72.0,185.0,72.0,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,1
Ryuta Sakurai,67.0,183.0,72.0,1.8,0.48,3.44,0.58,0.52,1.0,0.36,1.6,1
Kazushi Sakuraba,72.0,185.0,72.0,1.26,0.41,2.03,0.51,1.26,0.31,0.48,1.7,1
Justin Salas,68.0,155.0,70.0,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,1
Hayato Sakurai,67.0,168.0,72.0,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3,0
Luis Saldana,71.0,145.0,73.0,7.17,0.59,1.21,0.78,0.0,0.0,0.0,0.0,2
Ivan Salaverry,72.0,185.0,72.0,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,1
John Salgado,70.0,170.0,72.0,0.99,0.5,1.86,0.4,0.0,0.0,0.5,0.0,0
Roman Salazar,67.0,135.0,72.0,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0,0
Brandon Saling,70.0,170.0,72.0,2.88,0.4,6.08,0.2,0.0,0.0,0.57,0.0,0
Muslim Salikhov,71.0,170.0,70.0,2.85,0.46,2.29,0.67,0.87,0.3,0.8,0.0,0
Sean Salmon,70.0,185.0,72.0,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0,1
Gabriel Salinas-Jones,73.0,245.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Boston Salmon,69.0,135.0,69.0,4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0,2
Johnny Sampaio,68.0,170.0,72.0,1.32,0.4,2.64,0.5,9.89,0.5,0.0,9.9,1
John Salter,73.0,185.0,74.0,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,1
Josh Samman,75.0,185.0,79.0,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,0
Josh San Diego,70.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Josh Sampo,64.0,125.0,64.0,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,1
Eddie Sanchez,74.0,230.0,74.0,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,0
Julian Sanchez,75.0,300.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bobby Sanchez,67.0,155.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
Donald Sanchez,70.0,145.0,72.0,0.58,0.5,1.16,0.55,0.0,0.0,0.5,0.0,0
Diego Sanchez,70.0,170.0,72.0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,0
Joby Sanchez,66.0,135.0,68.0,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,0
Emmanuel Sanchez,69.0,145.0,71.0,4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5,2
Jesse Sanders,72.0,170.0,72.0,0.0,0.0,6.45,0.35,0.0,0.0,0.5,0.0,0
Erick Sanchez,70.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Andrew Sanchez,73.0,185.0,74.0,4.48,0.42,5.05,0.51,1.92,0.31,1.0,0.0,2
Robert Sanchez,66.0,125.0,66.0,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7,1
Jerrod Sanders,68.0,135.0,72.0,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,1
Cory Sandhagen,71.0,135.0,70.0,6.85,0.48,3.89,0.59,1.07,0.5,0.3,0.5,2
Luke Sanders,66.0,135.0,67.0,6.21,0.51,4.11,0.53,0.31,0.2,0.66,0.3,2
Hugo Sandoval,70.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joseph Sandoval,67.0,135.0,72.0,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0,0
Hector Sandoval,62.0,125.0,64.0,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,1
Raul Sandoval,70.0,130.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chris Sanford,71.0,185.0,72.0,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5,1
Jonathan Santa Maria,69.0,125.0,72.0,3.6,0.51,2.53,0.74,0.0,0.0,0.8,0.0,2
Roldan Sangcha'an,64.0,125.0,72.0,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0,0
Yuhi Sano,71.0,243.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Duda Santana,67.0,145.0,73.0,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0,1
Sean Santella,65.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Will Santiago,67.0,185.0,72.0,1.47,0.39,5.53,0.56,1.0,0.5,1.0,0.0,0
Mike Santiago,70.0,145.0,69.0,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,1
Shaheen Santana,73.0,155.0,75.0,0.82,0.42,1.65,0.4,0.0,0.0,0.0,2.8,1
Jorge Santiago,73.0,170.0,75.0,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,0
Richie Santiago,67.0,135.0,67.0,3.87,0.49,4.87,0.42,0.0,0.0,0.25,0.0,2
Jose Santibanez,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Art Santore,74.0,185.0,72.0,1.4,0.12,7.31,0.52,0.0,0.0,1.0,0.0,0
Adriano Santos,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luis Santos,73.0,170.0,72.0,4.4,0.57,4.0,0.64,0.0,0.0,0.0,0.0,2
Iliarde Santos,65.0,125.0,67.0,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0,0
Paulo Santos,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Thiago Santos,74.0,205.0,76.0,4.27,0.48,2.33,0.55,0.7,0.38,0.66,0.1,2
Evangelista Santos,70.0,170.0,76.0,3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4,2
Leonardo Santos,72.0,155.0,75.0,2.65,0.44,2.77,0.58,1.07,0.29,0.89,0.3,0
Bruno Santos,69.0,185.0,72.0,1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3,1
Andre Santos,72.0,170.0,72.0,2.77,0.34,4.17,0.41,2.5,0.29,0.75,0.0,1
Gleristone Santos,69.0,145.0,72.0,3.4,0.31,4.4,0.64,0.0,0.0,0.75,0.0,0
Taila Santos,66.0,125.0,68.0,3.52,0.48,2.22,0.59,2.0,0.8,0.85,1.0,2
Marilia Santos,64.0,125.0,72.0,4.4,0.54,4.07,0.53,1.0,1.0,0.66,1.0,2
Nick Sanzo,69.0,190.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bob Sapp,77.0,350.0,72.0,3.19,0.55,1.88,0.49,0.58,1.0,0.72,0.0,0
Diego Saraiva,66.0,155.0,72.0,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7,0
Daniel Sarafian,69.0,185.0,73.0,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,0
Harris Sarmiento,69.0,155.0,72.0,0.84,0.25,3.46,0.36,2.36,0.6,0.57,0.0,1
Alexander Sarnavskiy,71.0,155.0,72.0,1.43,0.66,2.06,0.42,0.0,0.0,0.75,0.0,0
Yuki Sasaki,74.0,185.0,72.0,1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0,0
Kyosuke Sasaki,67.0,183.0,72.0,0.33,0.45,0.93,0.46,0.0,0.0,0.0,0.0,0
Yuta Sasaki,70.0,125.0,71.0,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,1
Paul Sass,72.0,155.0,73.0,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,1
Masaaki Satake,73.0,220.0,72.0,1.4,0.35,3.76,0.41,0.0,0.0,0.58,0.0,0
Takenori Sato,70.0,170.0,72.0,0.46,0.33,12.92,0.09,0.0,0.0,0.0,0.0,0
Takashi Sato,70.0,170.0,73.0,3.16,0.37,4.81,0.5,0.53,0.5,0.75,0.0,0
Tom Sauer,73.0,263.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jeimeson Saudino,66.0,135.0,72.0,0.66,0.3,0.82,0.84,2.47,0.5,0.0,2.5,1
Townsend Saunders,65.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ben Saunders,74.0,170.0,77.0,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,1
Chris Saunders,68.0,155.0,72.0,1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0,1
Chad W. Saunders,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lumumba Sayers,72.0,185.0,72.0,2.54,0.41,2.37,0.48,7.63,0.75,0.0,2.5,1
Matt Sayles,67.0,145.0,68.0,5.44,0.42,3.13,0.61,0.0,0.0,0.81,0.4,2
Brandon Sayles,77.0,265.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mark Scanlon,69.0,170.0,72.0,2.2,0.35,3.33,0.48,3.0,0.75,0.25,2.0,1
Eric Schafer,75.0,185.0,76.0,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,1
Brendan Schaub,76.0,245.0,78.0,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,1
Kerry Schall,74.0,265.0,72.0,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0,0
Eric Schambari,71.0,185.0,72.0,1.43,0.42,1.07,0.54,3.0,0.42,0.0,1.0,1
Matheus Scheffel,74.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Antonio Schembri,69.0,205.0,72.0,0.72,0.26,2.12,0.55,1.31,0.4,0.0,0.4,0
Fabiano Scherner,75.0,257.0,72.0,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0,0
Joe Schilling,75.0,185.0,72.0,2.84,0.52,2.64,0.48,0.0,0.0,0.44,0.0,0
Samy Schiavo,68.0,155.0,72.0,1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9,0
Semmy Schilt,82.0,265.0,72.0,1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1,1
Adam Schindler,68.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Daniel Schmitt,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Colleen Schneider,70.0,135.0,72.0,2.17,0.48,2.5,0.5,2.5,0.5,0.6,0.0,1
Matt Schnell,68.0,125.0,70.0,4.2,0.36,4.02,0.62,0.48,0.33,0.53,1.2,1
Darrill Schoonover,74.0,220.0,72.0,1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1,1
Alex Schoenauer,75.0,185.0,72.0,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9,1
Bob Schrijber,72.0,240.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nate Schroeder,73.0,230.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lacey Schuckman,63.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mark Schultz,69.0,200.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brian Schwartz,75.0,170.0,72.0,1.27,0.44,0.87,0.45,0.0,0.0,0.5,1.0,0
Eric Schwartz,70.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Justin Scoggins,67.0,125.0,66.0,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,1
Pat Schilling,68.0,145.0,72.0,1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,0
Brad Scott,73.0,170.0,76.0,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,2
Mike Seal,76.0,185.0,72.0,5.5,0.68,3.33,0.5,0.0,0.0,0.33,0.0,2
Greg Scott,69.0,145.0,72.0,3.9,0.55,7.79,0.37,11.69,1.0,0.0,0.0,1
Kenneth Seegrist,72.0,185.0,72.0,3.21,0.66,1.28,0.0,0.0,0.0,0.4,14.4,1
Rony Sefo,69.0,225.0,72.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0
Matt Secor,72.0,170.0,72.0,0.51,0.2,0.81,0.5,3.03,1.0,0.0,3.0,1
Neil Seery,64.0,125.0,64.0,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,1
Ray Sefo,72.0,240.0,72.0,0.86,0.31,1.71,0.72,0.0,0.0,0.66,0.0,0
Brendan Seguin,72.0,185.0,72.0,2.6,0.45,0.6,0.84,5.0,0.62,1.0,0.0,1
Stefan Sekulic,72.0,170.0,75.0,1.47,0.37,2.4,0.57,1.0,0.2,0.33,0.0,0
Pete Sell,71.0,170.0,75.0,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,0
Andrei Semenov,72.0,185.0,72.0,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,0
Brandon Sene,71.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Matthew Semelsberger,73.0,170.0,75.0,7.93,0.5,5.31,0.56,1.97,1.0,1.0,1.0,2
Kim In Seok,66.0,145.0,72.0,0.87,0.37,5.19,0.6,0.0,0.0,0.0,0.0,0
Mackens Semerzier,69.0,145.0,72.0,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,1
Ray Seraille,75.0,246.0,72.0,5.29,0.27,17.65,0.41,0.0,0.0,0.0,0.0,2
Alex Serdyukov,74.0,170.0,74.0,4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8,1
Ivan Serati,72.0,205.0,72.0,0.86,0.26,5.33,0.29,0.0,0.0,0.0,0.0,0
Nicholas Sergiacomi,70.0,170.0,72.0,4.38,0.55,3.94,0.59,0.0,0.0,0.0,0.0,2
Adrian Serrano,68.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nick Serra,69.0,170.0,72.0,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0,1
Fredy Serrano,63.0,125.0,65.0,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0,1
Carl Seumanutafa,73.0,255.0,72.0,0.0,0.0,3.33,0.75,0.0,0.0,0.0,0.0,0
Matt Serra,66.0,170.0,68.0,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,1
Scott Shaffer,67.0,145.0,72.0,2.4,0.67,0.53,0.5,0.0,0.0,0.72,3.0,1
Dan Severn,74.0,250.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rosi Sexton,63.0,135.0,72.0,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,0
Leon Shahbazyan,76.0,170.0,74.0,6.33,0.52,8.18,0.32,1.46,0.5,0.0,0.0,2
Edmen Shahbazyan,74.0,185.0,74.0,3.85,0.51,4.31,0.49,4.44,0.4,0.58,0.5,1
Liliya Shakirova,64.0,125.0,65.0,2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0,0
Kamal Shalorus,68.0,155.0,68.0,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,1
Ken Shamrock,73.0,205.0,72.0,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,1
Frank Shamrock,70.0,185.0,72.0,4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1,1
Eric Shelton,66.0,125.0,68.0,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,1
Jason Sharp,70.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chase Sherman,76.0,250.0,78.0,6.02,0.45,5.55,0.52,0.0,0.0,0.77,0.0,2
Sean Sherk,66.0,155.0,67.0,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,1
Antonina Shevchenko,68.0,125.0,67.0,4.09,0.56,2.51,0.54,0.65,0.6,0.56,0.7,2
Henrique Shiguemoto,71.0,185.0,72.0,3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0,2
Valentina Shevchenko,65.0,125.0,66.0,2.98,0.5,2.03,0.62,2.21,0.58,0.75,0.3,1
Shunichi Shimizu,65.0,135.0,72.0,0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0,0
Jake Shields,72.0,170.0,72.0,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,1
Wade Shipp,75.0,245.0,72.0,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,2
Raja Shippen,66.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yuya Shirai,68.0,168.0,72.0,1.02,1.0,4.07,0.55,0.0,0.0,0.0,0.0,0
Wes Shivers,80.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alexander Shlemenko,71.0,185.0,72.0,4.36,0.6,1.71,0.63,0.0,0.0,0.0,0.0,2
Josh Shockley,73.0,155.0,72.0,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,0
Josh Shockman,76.0,235.0,72.0,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0,0
Jack Shore,68.0,135.0,71.0,3.69,0.54,0.59,0.76,5.16,0.46,0.0,1.5,1
Akira Shoji,68.0,195.0,72.0,1.03,0.34,2.63,0.53,1.79,0.73,0.82,0.4,0
Landon Showalter,72.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Katsuyori Shibata,72.0,168.0,72.0,2.06,0.35,2.4,0.53,0.49,0.5,0.53,0.7,0
Brandon Shuey,67.0,155.0,72.0,0.68,0.33,1.36,0.0,0.0,0.0,0.0,10.2,1
Ivan Shtyrkov,72.0,205.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kiril Sidelnikov,71.0,230.0,72.0,2.87,0.28,4.48,0.61,0.0,0.0,0.0,0.0,0
Sam Sicilia,68.0,145.0,67.0,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,0
Steven Siler,71.0,145.0,70.0,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,1
Siala Siliga,73.0,290.0,72.0,1.08,0.26,1.96,0.5,1.47,0.5,0.8,0.0,0
Assuerio Silva,70.0,241.0,72.0,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,1
Xavier Siller,65.0,125.0,72.0,1.02,0.36,1.53,0.57,3.83,1.0,0.0,0.0,1
Thiago Silva,74.0,205.0,74.0,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,2
Jean Silva,66.0,160.0,72.0,0.73,0.22,2.93,0.52,0.0,0.0,0.0,0.0,0
Paulo Cesar Silva,89.0,385.0,72.0,0.4,0.15,2.72,0.47,0.42,1.0,0.16,0.4,0
Edson Silva,70.0,205.0,72.0,2.69,0.14,5.37,0.5,0.0,0.0,0.0,0.0,0
Anderson Silva,74.0,185.0,77.0,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,0
Wanderlei Silva,71.0,205.0,74.0,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,0
Sidney Silva,75.0,170.0,72.0,2.86,0.65,3.3,0.34,3.3,1.0,0.0,0.0,1
Jay Silva,74.0,185.0,72.0,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0,0
Fabio Silva,71.0,205.0,72.0,0.09,0.11,5.9,0.38,0.0,0.0,0.0,0.0,0
Leandro Silva,69.0,155.0,72.0,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,0
Claudio Silva,71.0,170.0,71.0,3.14,0.42,3.12,0.43,3.01,0.28,0.66,1.6,1
Wagner Silva,72.0,170.0,72.0,1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0,0
Antonio Silva,76.0,264.0,82.0,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,0
Erick Silva,72.0,170.0,74.0,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,1
Rafael Silva,67.0,135.0,72.0,0.67,0.5,0.73,0.67,0.0,0.0,0.25,1.0,0
Joaquim Silva,68.0,155.0,69.0,3.92,0.37,4.43,0.56,0.24,0.5,0.64,0.7,2
Felipe Silva,72.0,155.0,77.0,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0,2
Dayana Silva,67.0,135.0,72.0,6.33,0.51,5.93,0.57,0.0,0.0,0.42,0.0,2
Jacob Silva,65.0,125.0,67.0,4.17,0.44,4.92,0.56,1.51,1.0,0.66,0.0,2
Gabriel Silva,66.0,135.0,71.0,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,0
Bruno Silva,72.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Natalia Silva,64.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Douglas Silva de Andrade,67.0,145.0,68.0,3.77,0.38,4.26,0.58,0.7,0.5,0.66,0.0,2
